time,open,high,low,close,tick_volume,spread,real_volume
2025-07-22 12:00:00,47833.1,48001.13,47723.25,47815.75,3595,510,0
2025-07-22 13:00:00,47814.76,47848.94,47568.5,47602.17,3597,508,0
2025-07-22 14:00:00,47602.9,47756.19,47466.75,47595.46,3596,507,0
2025-07-22 15:00:00,47595.68,47802.43,47416.55,47655.74,3597,506,0
2025-07-22 16:00:00,47651.21,47668.61,47205.87,47325.55,3595,504,0
2025-07-22 17:00:00,47323.28,47444.56,46789.79,46850.26,3599,500,0
2025-07-22 18:00:00,46843.82,46919.97,46547.72,46736.61,3599,497,0
2025-07-22 19:00:00,46738.81,46939.11,46616.05,46818.88,3597,498,0
2025-07-22 20:00:00,46812.36,46829.56,46293.63,46313.43,3599,494,0
2025-07-22 21:00:00,46302.21,46354.96,46007.7,46136.72,3595,491,0
2025-07-22 22:00:00,46137.81,46453.73,45875.91,46064.0,3596,490,0
2025-07-22 23:00:00,46063.58,46224.62,45582.86,45707.77,3598,487,0
2025-07-23 00:00:00,45706.24,46325.23,45679.13,46193.63,3597,488,0
2025-07-23 01:00:00,46201.19,46604.09,46050.74,46442.66,3594,492,0
2025-07-23 02:00:00,46442.75,47172.26,46380.71,47156.61,3598,495,0
2025-07-23 03:00:00,47158.83,47182.85,46416.07,46423.73,3595,496,0
2025-07-23 04:00:00,46426.32,46434.38,45935.12,45994.96,3598,490,0
2025-07-23 05:00:00,45993.6,46152.23,45837.99,45906.86,3599,490,0
2025-07-23 06:00:00,45901.69,46155.7,45860.76,45992.11,3595,490,0
2025-07-23 07:00:00,45996.35,46088.85,45745.16,45932.85,3597,488,0
2025-07-23 08:00:00,45923.45,46236.34,45745.01,46063.76,3597,488,0
2025-07-23 09:00:00,46061.51,46263.58,45903.35,45981.27,3596,490,0
2025-07-23 10:00:00,45979.84,46419.58,45811.26,45862.16,3599,489,0
2025-07-23 11:00:00,45860.9,46053.79,45645.75,45661.37,3595,487,0
2025-07-23 12:00:00,45665.9,45795.03,45559.86,45716.34,3597,486,0
2025-07-23 13:00:00,45712.57,45837.32,45545.74,45647.71,3599,486,0
2025-07-23 14:00:00,45650.02,45977.38,45517.03,45784.63,3595,486,0
2025-07-23 15:00:00,45787.48,45913.09,45464.8,45656.79,3596,485,0
2025-07-23 16:00:00,45656.72,46019.93,45573.29,45760.58,3598,486,0
2025-07-23 17:00:00,45761.27,46036.09,45608.66,46003.67,3597,487,0
2025-07-23 18:00:00,45998.89,46116.81,45521.92,46058.82,3598,486,0
2025-07-23 19:00:00,46063.93,46075.42,45246.81,45309.93,3599,483,0
2025-07-23 20:00:00,45310.63,45941.52,45310.63,45805.18,3596,484,0
2025-07-23 21:00:00,45812.04,45900.29,45285.36,45504.8,3599,484,0
2025-07-23 22:00:00,45503.58,45755.73,45314.21,45314.99,3600,484,0
2025-07-23 23:00:00,45324.41,45364.49,44926.5,45017.64,3595,480,0
2025-07-24 00:00:00,45019.77,45039.9,44501.78,44752.91,3597,475,0
2025-07-24 01:00:00,44750.78,44792.83,44205.74,44245.36,3598,472,0
2025-07-24 02:00:00,44243.72,44330.44,43957.33,43986.01,3597,469,0
2025-07-24 03:00:00,43987.95,44175.82,43876.47,44175.82,3599,468,0
2025-07-24 04:00:00,44177.78,44406.88,44006.51,44016.52,3598,470,0
2025-07-24 05:00:00,44016.59,44093.72,43276.82,43341.57,3598,462,0
2025-07-24 06:00:00,43334.33,43880.64,43334.33,43843.47,3597,463,0
2025-07-24 07:00:00,43844.09,43849.69,43442.0,43597.53,3594,464,0
2025-07-24 08:00:00,43597.07,43629.55,43036.44,43157.33,3597,459,0
2025-07-24 09:00:00,43153.76,43220.53,42825.53,42841.44,3599,457,0
2025-07-24 10:00:00,42843.69,43062.02,42731.31,42979.77,3597,456,0
2025-07-24 11:00:00,42974.54,43099.44,42773.78,43040.6,3598,457,0
2025-07-24 12:00:00,43038.04,43164.02,42761.96,42804.83,3596,457,0
2025-07-24 13:00:00,42799.71,43096.98,42763.24,43080.53,3595,457,0
2025-07-24 14:00:00,43080.0,43080.0,42715.86,42721.09,3599,456,0
2025-07-24 15:00:00,42721.7,43229.25,42591.17,43182.24,3600,455,0
2025-07-24 16:00:00,43188.67,43240.57,42941.21,43240.44,3595,458,0
2025-07-24 17:00:00,43237.37,43509.48,42873.17,43038.62,3596,458,0
2025-07-24 18:00:00,43031.69,43076.37,42785.16,42827.6,3600,457,0
2025-07-24 19:00:00,42837.25,42900.57,42465.5,42505.39,3595,453,0
2025-07-24 20:00:00,42505.42,42545.65,42262.09,42505.99,3599,451,0
2025-07-24 21:00:00,42511.58,42605.67,42057.6,42195.25,3598,449,0
2025-07-24 22:00:00,42192.32,42403.29,42071.33,42370.13,3597,449,0
2025-07-24 23:00:00,42370.7,42550.19,42250.06,42536.06,3598,451,0
2025-07-25 00:00:00,42532.81,42757.41,42363.95,42382.03,3599,452,0
2025-07-25 01:00:00,42376.99,42791.97,42323.3,42742.71,3596,452,0
2025-07-25 02:00:00,42741.76,42752.15,42480.73,42640.23,3597,454,0
2025-07-25 03:00:00,42633.12,42950.39,42497.59,42870.62,3598,454,0
2025-07-25 04:00:00,42865.05,43235.69,42802.36,43123.86,3597,457,0
2025-07-25 05:00:00,43121.51,43316.74,43013.84,43034.02,3596,459,0
2025-07-25 06:00:00,43038.06,43147.08,42876.65,43022.37,3597,458,0
2025-07-25 07:00:00,43018.34,43371.34,42903.59,43063.1,3599,458,0
2025-07-25 08:00:00,43069.9,43112.86,42789.83,42994.39,3597,457,0
2025-07-25 09:00:00,42998.39,43455.0,42947.85,43325.27,3600,458,0
2025-07-25 10:00:00,43327.51,43534.34,43111.3,43141.38,3596,460,0
2025-07-25 11:00:00,43141.5,43212.38,42726.52,42746.49,3598,456,0
2025-07-25 12:00:00,42750.08,42755.85,42355.41,42471.35,3595,452,0
2025-07-25 13:00:00,42466.18,42855.07,42461.73,42478.44,3595,453,0
2025-07-25 14:00:00,42480.99,42800.24,42469.17,42740.07,3597,453,0
2025-07-25 15:00:00,42739.01,43325.48,42614.96,43167.1,3597,455,0
2025-07-25 16:00:00,43171.68,43683.16,43085.77,43422.26,3595,460,0
2025-07-25 17:00:00,43430.28,43439.52,42747.64,42795.35,3596,456,0
2025-07-25 18:00:00,42797.13,43050.65,42684.3,43014.38,3594,456,0
2025-07-25 19:00:00,43007.14,43223.1,42876.8,42879.73,3597,458,0
2025-07-25 20:00:00,42875.7,43286.54,42645.84,43229.81,3597,455,0
2025-07-25 21:00:00,43236.03,43339.63,42705.02,42761.44,3596,456,0
2025-07-25 22:00:00,42756.34,43246.56,42703.24,43088.45,3595,456,0
2025-07-25 23:00:00,43091.67,43233.97,42823.32,42871.15,3599,457,0
2025-07-26 00:00:00,42869.52,43043.26,42450.39,42540.56,3598,453,0
2025-07-26 01:00:00,42535.15,42738.77,42464.81,42551.46,3599,453,0
2025-07-26 02:00:00,42556.65,42946.82,42459.11,42612.09,3595,453,0
2025-07-26 03:00:00,42610.47,42639.67,42265.23,42341.39,3595,451,0
2025-07-26 04:00:00,42347.62,42365.53,41934.76,42150.25,3595,448,0
2025-07-26 05:00:00,42151.82,42224.18,41733.69,41843.21,3600,445,0
2025-07-26 06:00:00,41847.36,41973.19,41717.23,41808.18,3598,445,0
2025-07-26 07:00:00,41808.65,41901.2,41487.71,41720.14,3599,443,0
2025-07-26 08:00:00,41722.9,41739.41,41336.92,41421.69,3599,441,0
2025-07-26 09:00:00,41418.28,41799.54,41319.32,41664.19,3599,441,0
2025-07-26 10:00:00,41663.24,41728.28,41430.64,41504.04,3596,442,0
2025-07-26 11:00:00,41500.38,41609.28,41278.11,41369.71,3592,441,0
2025-07-26 12:00:00,41370.13,41638.45,41317.48,41415.69,3600,441,0
2025-07-26 13:00:00,41421.11,41578.15,41190.63,41450.76,3599,440,0
2025-07-26 14:00:00,41451.56,41772.33,41348.02,41476.63,3597,441,0
2025-07-26 15:00:00,41472.16,41612.09,41214.44,41434.38,3596,440,0
2025-07-26 16:00:00,41435.27,41838.98,41396.51,41730.8,3600,442,0
2025-07-26 17:00:00,41728.06,41785.21,41380.83,41643.44,3597,442,0
2025-07-26 18:00:00,41636.95,41912.38,41502.5,41789.99,3596,443,0
2025-07-26 19:00:00,41792.85,41853.29,41276.04,41414.08,3595,441,0
2025-07-26 20:00:00,41423.22,41527.26,41190.45,41218.5,3596,440,0
2025-07-26 21:00:00,41214.46,41447.18,41110.57,41297.71,3596,439,0
2025-07-26 22:00:00,41306.59,41573.06,41231.41,41426.72,3599,440,0
2025-07-26 23:00:00,41426.04,41851.37,41413.48,41582.17,3598,442,0
2025-07-27 00:00:00,41584.52,41852.48,41544.21,41822.05,3599,444,0
2025-07-27 01:00:00,41823.68,41997.86,41700.78,41824.25,3599,445,0
2025-07-27 02:00:00,41818.27,42247.13,41805.2,41985.99,3595,446,0
2025-07-27 03:00:00,41987.29,42028.75,41658.72,41669.3,3593,445,0
2025-07-27 04:00:00,41669.45,41833.93,41398.84,41470.19,3600,442,0
2025-07-27 05:00:00,41468.73,41627.27,41149.76,41268.23,3597,439,0
2025-07-27 06:00:00,41266.75,41489.24,40853.9,40968.54,3597,436,0
2025-07-27 07:00:00,40966.44,41069.33,40737.14,40759.16,3599,435,0
2025-07-27 08:00:00,40757.92,41307.34,40668.34,41286.78,3598,434,0
2025-07-27 09:00:00,41284.12,41540.49,41133.97,41326.25,3596,439,0
2025-07-27 10:00:00,41324.63,41423.97,40880.69,40896.05,3596,436,0
2025-07-27 11:00:00,40893.8,40993.98,40773.98,40864.11,3599,435,0
2025-07-27 12:00:00,40867.2,40951.65,40734.0,40892.13,3598,435,0
2025-07-27 13:00:00,40894.14,40901.92,40563.12,40773.3,3600,433,0
2025-07-27 14:00:00,40778.13,40792.64,40260.49,40288.67,3595,430,0
2025-07-27 15:00:00,40281.52,40558.67,40237.64,40289.59,3592,430,0
2025-07-27 16:00:00,40282.73,40455.52,40149.11,40423.7,3597,429,0
2025-07-27 17:00:00,40429.0,40550.67,40144.43,40274.2,3597,429,0
2025-07-27 18:00:00,40273.41,40578.17,39992.83,40577.97,3596,427,0
2025-07-27 19:00:00,40577.08,40626.25,40327.53,40564.18,3598,431,0
2025-07-27 20:00:00,40566.2,40715.0,40431.75,40481.77,3597,432,0
2025-07-27 21:00:00,40473.86,40526.07,40192.42,40434.52,3599,429,0
2025-07-27 22:00:00,40428.28,40679.52,40298.25,40490.34,3596,430,0
2025-07-27 23:00:00,40496.0,40511.87,39831.71,39839.41,3595,425,0
2025-07-28 00:00:00,39838.42,39960.01,39566.0,39711.36,3599,422,0
2025-07-28 01:00:00,39713.35,40206.51,39660.58,40102.22,3595,423,0
2025-07-28 02:00:00,40109.98,40196.45,39783.54,39958.38,3598,425,0
2025-07-28 03:00:00,39957.86,40132.24,39865.37,39877.83,3597,426,0
2025-07-28 04:00:00,39878.74,40211.55,39829.67,40139.92,3596,425,0
2025-07-28 05:00:00,40142.34,40249.28,39790.88,39799.01,3598,425,0
2025-07-28 06:00:00,39799.16,39904.12,39504.96,39728.36,3595,422,0
2025-07-28 07:00:00,39730.92,40000.48,39577.06,39955.11,3597,423,0
2025-07-28 08:00:00,39949.7,40005.22,39351.48,39364.24,3594,420,0
2025-07-28 09:00:00,39368.54,39432.1,39103.78,39328.9,3596,417,0
2025-07-28 10:00:00,39329.11,39601.04,39269.9,39400.21,3595,419,0
2025-07-28 11:00:00,39403.05,39510.86,39134.83,39374.58,3599,418,0
2025-07-28 12:00:00,39375.33,39935.52,39293.19,39935.24,3596,419,0
2025-07-28 13:00:00,39932.58,40304.86,39913.03,40068.53,3597,426,0
2025-07-28 14:00:00,40059.11,40077.35,39376.01,39406.49,3599,420,0
2025-07-28 15:00:00,39408.11,39773.4,39408.11,39534.83,3599,421,0
2025-07-28 16:00:00,39531.31,39554.04,39348.43,39452.98,3598,420,0
2025-07-28 17:00:00,39455.66,39753.71,39423.52,39753.71,3598,421,0
2025-07-28 18:00:00,39748.1,39901.09,39383.72,39600.2,3597,420,0
2025-07-28 19:00:00,39605.93,39621.83,39265.33,39329.44,3597,419,0
2025-07-28 20:00:00,39333.32,39445.09,39139.84,39314.38,3599,418,0
2025-07-28 21:00:00,39311.82,39345.24,38924.36,38985.52,3599,415,0
2025-07-28 22:00:00,38990.57,39466.43,38948.56,39375.9,3598,416,0
2025-07-28 23:00:00,39380.56,39516.99,39159.35,39299.59,3596,418,0
2025-07-29 00:00:00,39289.45,39455.46,39148.85,39339.95,3597,418,0
2025-07-29 01:00:00,39336.32,39717.18,39284.17,39703.2,3599,419,0
2025-07-29 02:00:00,39704.98,39991.68,39686.09,39752.07,3599,424,0
2025-07-29 03:00:00,39754.28,39926.15,39620.13,39788.23,3596,423,0
2025-07-29 04:00:00,39790.24,40243.33,39763.37,40208.09,3596,425,0
2025-07-29 05:00:00,40203.81,40377.91,40015.63,40320.84,3596,427,0
2025-07-29 06:00:00,40322.96,40772.47,40311.61,40725.96,3599,430,0
2025-07-29 07:00:00,40724.25,40923.38,40596.73,40868.68,3597,433,0
2025-07-29 08:00:00,40864.28,40998.73,40736.59,40860.68,3599,435,0
2025-07-29 09:00:00,40863.2,41265.43,40814.26,40934.47,3597,436,0
2025-07-29 10:00:00,40948.29,40979.63,40403.73,40495.7,3595,431,0
2025-07-29 11:00:00,40491.52,41084.28,40436.93,40920.69,3598,432,0
2025-07-29 12:00:00,40924.97,41160.29,40755.08,41007.3,3598,435,0
2025-07-29 13:00:00,41007.82,41078.85,40682.12,40690.77,3594,434,0
2025-07-29 14:00:00,40690.5,40933.21,40635.99,40747.06,3595,434,0
2025-07-29 15:00:00,40748.3,40808.8,40425.14,40694.03,3599,432,0
2025-07-29 16:00:00,40689.51,40943.84,40592.54,40655.74,3597,433,0
2025-07-29 17:00:00,40658.64,41014.65,40468.85,40922.73,3595,432,0
2025-07-29 18:00:00,40919.82,41060.06,40676.71,40763.2,3596,434,0
2025-07-29 19:00:00,40758.74,40809.14,40552.47,40576.5,3597,433,0
2025-07-29 20:00:00,40570.11,40588.13,40082.74,40172.43,3598,428,0
2025-07-29 21:00:00,40177.42,40779.33,40163.49,40744.02,3597,429,0
2025-07-29 22:00:00,40746.59,40987.07,40513.74,40724.44,3598,432,0
2025-07-29 23:00:00,40727.84,40951.22,40417.98,40911.57,3597,431,0
2025-07-30 00:00:00,40915.71,41022.7,40738.83,40972.49,3597,435,0
2025-07-30 01:00:00,40966.35,41006.14,40584.76,40830.95,3595,433,0
2025-07-30 02:00:00,40836.08,40899.51,40499.32,40595.48,3597,432,0
2025-07-30 03:00:00,40592.65,40786.2,40570.49,40692.54,3600,433,0
2025-07-30 04:00:00,40688.77,40735.71,40010.79,40015.08,3596,427,0
2025-07-30 05:00:00,40016.85,40182.08,39690.97,39703.69,3599,424,0
2025-07-30 06:00:00,39705.34,39721.93,39447.19,39482.79,3596,421,0
2025-07-30 07:00:00,39484.96,39711.26,39437.48,39575.84,3595,421,0
2025-07-30 08:00:00,39582.28,39693.11,39300.24,39352.16,3594,419,0
2025-07-30 09:00:00,39352.19,39470.86,39114.54,39128.38,3599,418,0
2025-07-30 10:00:00,39123.85,39305.02,38978.46,39089.71,3598,416,0
2025-07-30 11:00:00,39092.53,39288.24,38981.84,39260.68,3597,416,0
2025-07-30 12:00:00,39253.88,39420.61,38921.03,39418.82,3598,415,0
2025-07-30 13:00:00,39420.0,39435.87,38989.06,39057.29,3596,416,0
2025-07-30 14:00:00,39059.28,39085.67,38440.98,38539.33,3598,410,0
2025-07-30 15:00:00,38535.12,39178.47,38505.47,39034.74,3598,411,0
2025-07-30 16:00:00,39032.25,39330.86,38984.78,39318.37,3597,416,0
2025-07-30 17:00:00,39314.92,39357.72,38870.07,39097.34,3599,415,0
2025-07-30 18:00:00,39096.76,39413.47,38897.29,39334.1,3597,415,0
2025-07-30 19:00:00,39334.79,39571.86,39189.0,39313.05,3598,418,0
2025-07-30 20:00:00,39312.95,39360.83,39050.57,39330.54,3595,417,0
2025-07-30 21:00:00,39333.1,39456.02,39018.21,39252.05,3598,417,0
2025-07-30 22:00:00,39258.02,39277.62,38908.43,39010.22,3594,415,0
